TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,October,INDIA,FREIGHT ON BOARD PRICE,235,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,October,INDIA,FREIGHT ON BOARD PRICE,267,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,November,INDIA,FREIGHT ON BOARD PRICE,235,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,November,INDIA,FREIGHT ON BOARD PRICE,273,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,December,INDIA,FREIGHT ON BOARD PRICE,235,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,December,INDIA,FREIGHT ON BOARD PRICE,273,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,January,INDIA,FREIGHT ON BOARD PRICE,237,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,January,INDIA,FREIGHT ON BOARD PRICE,270,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,February,INDIA,FREIGHT ON BOARD PRICE,238,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,February,INDIA,FREIGHT ON BOARD PRICE,268,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,March,INDIA,FREIGHT ON BOARD PRICE,238,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,March,INDIA,FREIGHT ON BOARD PRICE,268,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,April,INDIA,FREIGHT ON BOARD PRICE,236,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,April,INDIA,FREIGHT ON BOARD PRICE,266,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,May,INDIA,FREIGHT ON BOARD PRICE,232,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,May,INDIA,FREIGHT ON BOARD PRICE,265,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,June,INDIA,FREIGHT ON BOARD PRICE,229,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,June,INDIA,FREIGHT ON BOARD PRICE,265,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,July,INDIA,FREIGHT ON BOARD PRICE,228,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,July,INDIA,FREIGHT ON BOARD PRICE,262,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,234.08,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,268.42,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2005,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,August,INDIA,FREIGHT ON BOARD PRICE,228,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,August,INDIA,FREIGHT ON BOARD PRICE,262,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,September,INDIA,FREIGHT ON BOARD PRICE,232,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,September,INDIA,FREIGHT ON BOARD PRICE,260,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,October,INDIA,FREIGHT ON BOARD PRICE,238,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,October,INDIA,FREIGHT ON BOARD PRICE,262,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,November,INDIA,FREIGHT ON BOARD PRICE,240,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,November,INDIA,FREIGHT ON BOARD PRICE,265,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,December,INDIA,FREIGHT ON BOARD PRICE,240,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,December,INDIA,FREIGHT ON BOARD PRICE,265,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,January,INDIA,FREIGHT ON BOARD PRICE,239,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,January,INDIA,FREIGHT ON BOARD PRICE,265,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,February,INDIA,FREIGHT ON BOARD PRICE,241,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,February,INDIA,FREIGHT ON BOARD PRICE,268,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2006,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2006,March,INDIA,FREIGHT ON BOARD PRICE,263,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2006,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2006,March,INDIA,FREIGHT ON BOARD PRICE,273,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2006,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2006,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2006,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
